emplacement,address,fast_charger,slow_charger,Support_car_type,latitude,longitude
가평지사,경기도 가평군 가평읍 가화로 169-11,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.83402282,127.5105938
상면사무소,경기도 가평군 상면 연하리 171-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.80497668,127.3569916
가평종합운동장,경기도 가평군 가평읍 대곡리 316,2,0,"BMW i3,스파크EV,볼트EV",37.82494596,127.5072685
가평하수도사업소,경기도 가평군 가평읍 달전리 364,1,0,"SM3 Z.E,테슬라",37.81627432,127.5203374
가평소방서,경기도 가평군 가평읍 대곡리 213-5,1,0,"SM3 Z.E,테슬라",37.82362367,127.5167102
설악면사무소,경기도 가평군 설악면 신천리 156-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.67596784,127.4946291
조종면사무소,경기도 가평군 조종면 현리 567-7,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.8176112,127.3532892
가람아파트,서울특별시 강남구 일원동 일원로 127,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.48169316,127.0849323
조종소방서,경기도 가평군 조종면 현리 413-20,1,0,"SM3 Z.E,테슬라",37.81620516,127.3497085
청평소방서,경기도 가평군 청평면 하천리 284-5,1,0,"SM3 Z.E,테슬라",37.75335734,127.4340653
강남데시앙파크,서울특별시 강남구 세곡동 헌릉로590길 63,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46071365,127.1018925
청평호반문화체육센터,경기도 가평군 청평면 청평리 333-13,1,0,"SM3 Z.E,테슬라",37.73909858,127.4243248
LH서울지사,서울특별시 강남구 선릉로 121길 12,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.51414496,127.0408762
강남구청 공영주차장,서울특별시 강남구 삼성동 16-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.51756859,127.0474867
강남데시앙포레,서울특별시 강남구 수서동 광평로34길55,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.48084651,127.0923646
강남세브란스 병원,서울특별시 강남구 언주로 211,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49209082,127.0463194
LH강남힐스테이트,서울특별시 강남구 자곡동 자곡로3길 21,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.47157785,127.0895214
개나리푸르지오,서울특별시 강남구 역삼동 755-1,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49972126,127.0499793
강남아이파크,서울특별시 강남구 자곡동 자곡로 175,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.47441803,127.1013597
강남한신휴 플러스8단지,서울특별시 강남구 율현동 밤고개로27길 20,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46905615,127.1109275
공무원연금공단 서울지부(상록회관),서울특별시 강남구 역삼동 701,1,0,"SM3 Z.E,테슬라",37.50385952,127.0431599
개나리래미안 아파트,서울특별시 강남구 역삼동 역삼로 306,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49923674,127.0474799
강남한신휴플러스6단지 아파트,서울특별시 강남구 율현동 밤고개로26길 50,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46857644,127.1046277
개포7차 우성 아파트,서울특별시 강남구 일원동 개포로110길 15,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.4927611,127.0775912
금호어울림 아파트(삼성동),서울특별시 강남구 삼성동 봉은사로111길 25,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.51673016,127.0647109
대치2문화센터 공영주차장,서울특별시 강남구 대치동 980-9,1,0,"SM3 Z.E,테슬라",37.50225657,127.0641672
강남한양수자인,서울특별시 강남구 자곡동 자곡로 260,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.47680307,127.1127524
래미안강남힐즈,서울특별시 강남구 자곡동 자곡로 101,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.47486653,127.0946267
도곡대림아크로빌,서울특별시 강남구 도곡동 언주로30길 13,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.48853638,127.0514158
대치현대 아파트,서울특별시 강남구 대치동 삼성로64길 5,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50118367,127.0603668
래미안대치팰리스,서울특별시 강남구 대치동 삼성로51길 37,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49523637,127.0591233
라테라스삼성,서울특별시 강남구 삼성동 봉은사로 645,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.51555068,127.0657984
도곡렉슬 아파트,서울특별시 강남구 도곡동 선릉로 221,2,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.4936466,127.0536642
래미안대치하이스턴 아파트,서울특별시 강남구 대치동 도곡로93길 12,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50081861,127.065972
래미안그레이튼,서울특별시 강남구 역삼동 도곡로43길 20,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49632699,127.0488505
래미안삼성1차,서울특별시 강남구 삼성동 103-22,0,2,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",37.51713468,127.0639729
도성 아파트,서울특별시 강남구 삼성로67길 14,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50112642,127.0583114
삼성중앙하이츠빌리지,서울특별시 강남구 삼성동 학동로68길 30,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.51619939,127.0465367
삼성동한일아파트,서울특별시 강남구 삼성동 48,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.5139819,127.0498758
샘터마을 아파트,서울특별시 강남구 일원동 일원로 120,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.48413855,127.0831385
삼성우정에쉐르아파트,서울특별시 강남구 삼성동 3-8,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.51718128,127.0443282
삼성동 에스케이뷰 아파트,서울특별시 강남구 삼성동 봉은사로109길 14-8,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.5163161,127.0648643
삼성동현대아파트,서울특별시 강남구 삼성동 학동로64길 14,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.51676614,127.0446114
세곡리엔파크1단지,서울특별시 강남구 세곡동 508,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46422954,127.1005027
삼성파크 아파트,서울특별시 강남구 삼성동 삼성로99길 14,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50921187,127.0538239
역삼2차아이파크아파트,서울특별시 강남구 역삼동 도곡로57길 12,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49688567,127.0518862
삼성동힐스테이트2단지,서울특별시 강남구 삼성로 111길 8,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.51419474,127.0519611
세곡리엔파크2단지 아파트,서울특별시 강남구 세곡동 헌릉로 590길10,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46450746,127.1026815
세곡푸르지오아파트,서울특별시 강남구 세곡동 533,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46677899,127.0929672
역삼래미안,서울특별시 강남구 역삼동 757,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49751582,127.0500481
압구정하이츠파크,서울특별시 강남구 신사동 압구정로42길 78,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52352325,127.0336624
우정에쉐르 3차,서울특별시 강남구 대치동 950,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50688176,127.0622772
아이파크삼성동,서울특별시 강남구 삼성동 영동대로 640,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.51871463,127.0583119
세곡리엔파크3단지,서울특별시 강남구 세곡동 헌릉로590길 11,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46440043,127.1038253
헌릉로745길 노상주차장,서울특별시 강남구 율현동 101-13,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.47025374,127.1184612
역삼e-편한세상,서울특별시 강남구 역삼동 755-4,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49877731,127.0498784
아크로힐스논현,서울특별시 강남구 논현동 276-1,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50952479,127.038955
청담래미안로이뷰,서울특별시 강남구 청담동 영동대로142길 16,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52475756,127.056212
청담파크파라곤,서울특별시 강남구 청담동 학동로97길 31,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52186606,127.0543098
GS강동자이 아파트,서울특별시 강동구 천호대로 1239(길동),1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53707817,127.1488689
타워팰리스G동,서울특별시 강남구 도곡동 언주로30길 26,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.48717525,127.0528227
강동보건소,서울특별시 강동구 성내동 541-2,1,0,"SM3 Z.E,테슬라",37.52923202,127.1255616
타워팰리스 2차,서울특별시 강남구 도곡동 언주로30길 57,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.48993265,127.0550064
청담자이 아파트,서울특별시 강남구 청담동 영동대로138길 12,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52366379,127.0580202
강일리버파크3단지,서울특별시 강동구 강일동 아리수로93길 40,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56783977,127.1740783
현대까르띠에710아파트,서울특별시 강남구 역삼동 710,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50147046,127.0449215
타워팰리스1차,서울특별시 강남구 도곡동 언주로30길 56,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.48861661,127.0540375
강동송파지사,서울특별시 강동구 둔촌동 522-9,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52382257,127.1355704
강동헤르셔,서울특별시 강동구 천호동 천호대로 1089,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53610478,127.1331787
강일리버파크7단지 아파트,서울특별시 강동구 아리수로98길 25,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56455897,127.1787283
경보그레이스 힐,서울특별시 강동구 성내동 풍성로53길 40,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53112981,127.1353845
강일리버파크11단지,서울특별시 강동구 강일동 고덕로97길 100,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56310667,127.1796427
강동아트센터(강동문화재단),서울특별시 강동구 상일동 477,2,0,"SM3 Z.E,테슬라",37.55105326,127.1575618
강일리버파크 6단지,서울특별시 강동구 강일동 아리수로94길 19,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.5636621,127.1760796
명일동 공영주차장,서울특별시 강동구 구천면로 395(명일동),2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55104211,127.1429051
강일리버파크5단지,서울특별시 강동구 강일동 아리수로97길 20,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56679427,127.1777177
고덕리엔파크1단지,서울특별시 강동구 상일로 152,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.56052574,127.1716407
강일리버파크10단지,서울특별시 강동구 강일동 고덕로97길 20,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55918503,127.1813623
고덕아이파크,서울특별시 강동구 고덕동 동남로79길 26,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55903938,127.1561152
성내1차이편한세상,서울특별시 강동구 성내동 598,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.5332345,127.130911
둔촌푸르지오아파트,서울특별시 강동구 둔촌동 명일로 172,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53378433,127.1463581
삼익가든아파트,서울특별시 강동구 명일동 260-1,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.54604243,127.1471773
고덕리엔파크3단지 아파트,서울특별시 강동구 상일로 74,2,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55452471,127.1756194
길동삼익파크,서울특별시 강동구 길동 명일로 293,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.54377313,127.1475521
천호유수지,서울특별시 강동구 천호동 329,2,0,"SM3 Z.E,테슬라",37.54478864,127.1218775
명일한양아파트,서울특별시 강동구 명일동 동남로71길 19,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55135077,127.1554774
대우한강베네시티 아파트,서울특별시 강동구 올림픽로 664,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.54055425,127.1249756
성내동중앙하이츠,서울특별시 강동구 성내동 410-2,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53052846,127.1335447
천호1동 공영주차장,서울특별시 강동구 구천면로 42길 60(천호동),2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.54467577,127.1363845
현대백화점 천호점,서울특별시 강동구 천호대로 1005,3,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53897518,127.1244415
신성둔촌미소지움아파트 입주자대표회의,서울특별시 강동구 둔촌동 명일로 102,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52805091,127.143099
한강현대 아파트,서울특별시 강동구 암사동 올림픽로104길 41,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55592171,127.1319358
암사라인 아파트,서울특별시 강동구 암사동 고덕로 53,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.5549755,127.1311389
성내삼성 아파트,서울특별시 강동구 성내동 풍성로 128,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53083821,127.125443
강릉금호어울림,강원도 강릉시 입암동 321,1,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.75364215,128.9189246
암펠로스타워,서울특별시 강동구 둔촌동 명일로 110,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52880735,127.1431655
한강포스파크아파트,서울특별시 강동구 암사동 고덕로19길 30,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.55605697,127.1345675
힐스테이트 강동리버뷰,서울특별시 강동구 암사동 675,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.54884965,127.125367
강릉 교동2차현대아파트,강원도 강릉시 교동 1767,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.76296079,128.8804891
강릉아이스아레나 주차장,강원도 강릉시 포남동 산 90-1,4,0,"SM3 Z.E,테슬라",37.77713386,128.9021492
LH선수촌8단지아파트,강원도 강릉시 유천동 778,0,8,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.76172471,128.8685431
강릉더샵 아파트,강원도 강릉시 입암동 711,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.74996846,128.9095392
감자연구소,강원도 강릉시 사천면 노동리 466-1,1,0,"SM3 Z.E,테슬라",37.81342011,128.8334152
(고속도로)구정휴게소 동해방향,강원도 강릉시 구정면 제비리 888,4,0,"SM3 Z.E,테슬라",37.72221101,128.8514091
강원양돈농협 하나로마트,강원도 강릉시 교동 1888-3,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.76333464,128.8772793
강남동주민센터,강원도 강릉시 노암동 133,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.74412874,128.9055882
강릉농협 하나로마트,강원도 강릉시 성남동 26-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.75449127,128.9014898
강릉축협 하나로마트,강원도 강릉시 입암동 448,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.75388105,128.913006
강원도환동해본부,강원도 강릉시 주문진읍 교항리 118-1,2,0,"SM3 Z.E,테슬라",37.88526897,128.8259906
강원테크노파크,강원도 강릉시 대전동 898-2,1,0,"SM3 Z.E,테슬라",37.80377347,128.8583108
강원지방기상청,강원도 강릉시 사천면 방동리 807-1,2,0,"SM3 Z.E,테슬라",37.80476723,128.8547419
강릉회산LH천년나무2단지,강원도 강릉시 회산동 604,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.74276135,128.8765819
강릉특별지사,강원도 강릉시 포남동 1255,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.78217513,128.9188101
강원도교육연수원,강원도 강릉시 초당동 57-18,1,0,"SM3 Z.E,테슬라",37.78644189,128.9183392
녹색도시체험센터,강원도 강릉시 운정동 484,3,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.78989425,128.9063322
강원도립대학,강원도 강릉시 주문진읍 교항리 8-2,1,0,"SM3 Z.E,테슬라",37.87709516,128.8293689
강원영동병무지청,강원도 강릉시 노암동 200-11,1,0,"SM3 Z.E,테슬라",37.74868674,128.9073047
경포해수욕장,강원도 강릉시 안현동 868-2,1,0,"SM3 Z.E,테슬라",37.80247816,128.9034019
서희스타힐스리버파크,"강원도 강릉시 회산로 344 (회산동, 서희스타힐스 리버파크 아파트)",1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.73795565,128.8654378
기산그린타운연립,강원도 강릉시 내곡동 267,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.73441413,128.8809458
삼우골든아파트,강원도 강릉시 포남동 898-17,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.76066864,128.906089
교1동주민센터,강원도 강릉시 교동 1874-3,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.76554784,128.8745251
교2동주민센터,강원도 강릉시 교동 723-5,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.76791762,128.8922503
교동e-편한세상 아파트,강원도 강릉시 교동 357,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.77068253,128.8954024
청송 아파트,"강원도 강릉시 하평2길 6 (포남동, 청송아파트 상가)",1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.77077704,128.9125974
그린내하우스,강원도 강릉시 입암동 97-13,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.76076183,128.9191005
보헤미안박이추 커피공장,강원도 강릉시 사천면 사천진리 285-11,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.84692711,128.8668607
해람중학교옆 공영주차장,강원도 강릉시 용강동 46-2,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.75299843,128.8894752
성덕동주민센터,강원도 강릉시 입암동 599,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.76350783,128.9137574
하이빌현대아파트,강원도 강릉시 교동 1759,0,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.76526571,128.8834134
주문진해수욕장,강원도 강릉시 주문진읍 향호리 8-17,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.91019804,128.8178859
송정동주민센터,강원도 강릉시 송정동 161-2,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.7743674,128.9277169
옥계면사무소,강원도 강릉시 옥계면 현내리 310,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.61253267,129.0380741
강북성북지사(공용),서울특별시 강북구 미아동 190-1,6,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.63056826,127.0249448
이마트 강릉점,강원도 강릉시 송정동 612-11,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.77126938,128.9221905
입암6주공아파트,강원도 강릉시 입암동 709-1,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.75873002,128.9187559
포남2주공아파트,강원도 강릉시 포남동 1209,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.78058169,128.9166632
미아한일유앤아이APT,서울특별시 강북구 미아동 1355,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.61482525,127.0365802
허균허난설헌기념공원,강원도 강릉시 초당동 390,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.79114232,128.910029
미아동부센트레빌,서울특별시 강북구 미아동 474,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.61367644,127.0257086
홈플러스 강릉점,강원도 강릉시 옥천동 189,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.75570089,128.8986782
홍제동 공영주차장,강원도 강릉시 홍제동 157,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.75341764,128.8826357
강북성북지사,서울특별시 강북구 미아동 190-1,0,7,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.63056826,127.0249448
홍제힐스테이트,강원도 강릉시 홍제동 1007,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.75087505,128.8817147
