emplacement,address,fast_charger,slow_charger,Support_car_type,latitude,longitude
서울대공원,경기도 과천시 막계동 159-1,8,0,"SM3 Z.E,테슬라",37.43596295,127.0142285
은천2단지 아파트,서울특별시 관악구 봉천동 인헌12길 46-1,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46965931,126.9642451
대우신림2차푸르지오,서울특별시 관악구 신림동 난곡로 66,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46122405,126.9195191
e편한세상센트레빌 3단지,경기도 광명시 하안동 864,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46752478,126.8670549
신림서초 아파트,서울특별시 관악구 신림동 호암로16길 5,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46401879,126.9322422
보라매삼성 아파트,서울특별시 관악구 봉천동 보라매로 62,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49427265,126.9286426
신림동부센트레빌,서울특별시 관악구 신림동 미성3길 16,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.47350815,126.9162101
신림쌍용 아파트,서울특별시 관악구 신림동 미성길 122,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.47233966,126.9118723
서울대입구아이원,서울특별시 관악구 봉천동 청룡길 78,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.47807097,126.9449502
공주대학교(정문),충청남도 공주시 신관동 182,2,0,"SM3 Z.E,테슬라",36.46896278,127.1408072
유구농협하나로타운,충청남도 공주시 유구읍 석남리 297,1,0,"SM3 Z.E,테슬라",36.55287846,126.9533336
EG스위트밸리3차 아파트,광주광역시 광산구 소촌동 232-6,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.15878969,126.7938309
청광 아파트,서울특별시 관악구 신림로3가길 45-24,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46759502,126.9420048
광주광역시광산구시설관리공단,광주광역시 광산구 우산동 1577-1,1,0,"SM3 Z.E,테슬라",35.16358041,126.8044726
신촌휴먼시아1단지아파트,경기도 광명시 소하동 1363,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.44971335,126.8920953
e편한세상센트레빌 1단지,경기도 광명시 하안동 864,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46752478,126.8670549
소하도서관,경기도 광명시 소하동 1331,1,0,"SM3 Z.E,테슬라",37.44711812,126.8870837
하안도서관,경기도 광명시 하안동 683,1,0,"SM3 Z.E,테슬라",37.46646012,126.8729918
관악구 종합체육센타,서울특별시 관악구 봉천동 225,1,0,"SM3 Z.E,테슬라",37.4729216,126.9600933
광산지사,광주광역시 광산구 소촌동 654,2,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.14730907,126.7898301
비아동 주민센터,광주광역시 광산구 비아동 105,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.2220412,126.8243944
신관동공영주차타워,충청남도 공주시 신관동 639-3,1,0,"SM3 Z.E,테슬라",36.47212737,127.1354649
선운이지더원3단지,광주광역시 광산구 선암동 549,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.15058177,126.7750897
도산버스차고지,광주광역시 광산구 도산동 1196-10,4,0,,35.1266196,126.7837647
e편한세상센트레빌2단지,경기도 광명시 하안동 864,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46752478,126.8670549
신림 주공2단지,서울특별시 관악구 신림동 광신길 86,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46343046,126.9266961
광주공항,광주광역시 광산구 신촌동 698-9,1,0,"SM3 Z.E,테슬라",35.14023316,126.8100974
도산동 행복나루 노인복지관,광주광역시 광산구 도산동 925-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.13479042,126.7952954
블루핸즈 빛고을현대서비스,광주광역시 광산구 신창동 10-93,1,0,"SM3 Z.E,테슬라",35.19452824,126.8542424
선운다사로움,광주광역시 광산구 선암동 586,0,3,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",35.1484441,126.7730997
수완동 행정복지센터,광주광역시 광산구 수완동 936,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.1970949,126.8258371
수완진아리채2차아파트,광주광역시 광산구 수완동 916,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.1973674,126.8230306
용마골삼거리주차장,경기도 과천시 과천동 549-12,1,0,"SM3 Z.E,테슬라",37.44714542,126.9938081
수완골드클래스1차아파트,광주광역시 광산구 장덕동 1046,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.19736248,126.8119872
광주도시철도공사,광주광역시 광산구 월전동 39-49,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.1249762,126.7730116
광명지사(공용),경기도 광명시 철산동 255,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.47704204,126.8660244
선운이지더원1단지,광주광역시 광산구 선암동 582,0,3,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",35.14759503,126.7758764
수완6차대방노블랜드아파트,광주광역시 광산구 수완동 926,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.19925097,126.8247117
우산국제미소래아파트,광주광역시 광산구 우산동 1620,0,2,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",35.15802098,126.7998839
수완대방노블랜드3차아파트,광주광역시 광산구 장덕동 1693,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.18735999,126.8174557
수완모아엘가 아파트,광주광역시 광산구 수완동 1486,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.18850263,126.8248095
신동아 아파트,서울특별시 관악구 신림동 신림로 11길 151,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.46443393,126.9406657
월곡 한성2차,광주광역시 광산구 월곡동 614-2,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.16403787,126.8122985
신촌대주파크빌 아파트,광주광역시 광산구 신촌동 826-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.14550059,126.8082926
수안채리치아파트,광주광역시 광산구 수완동 949,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.19518457,126.8258238
광주유통센터,광주광역시 광산구 신가동 1052,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.18520169,126.8188222
신창동대광로제비앙,광주광역시 광산구 신창동 1285,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.19023558,126.8434662
수완산이고운더테라스,광주광역시 광산구 수완동 1853,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.20728265,126.8267698
첨단우미1차아파트,광주광역시 광산구 월계동 759-1,0,1,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",35.21868463,126.8348479
쌍암중흥s클래스리버시티,광주광역시 광산구 쌍암동 694-59,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.21397315,126.8505574
광명지사,경기도 광명시 철산동 255,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.47704204,126.8660244
우산동 행정복지센터,광주광역시 광산구 우산동 1601-7,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.16022301,126.8070302
하남우미 아파트,광주광역시 광산구 우산동 1572-2,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.16583506,126.8065269
첨단부영2차 아파트,광주광역시 광산구 산월동 885-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.21062111,126.8442608
수완현진에버빌2단지,광주광역시 광산구 장덕동 1593,0,6,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.18838894,126.8115496
수완2차호반베르디움,광주광역시 광산구 장덕동 1043,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.19970523,126.813581
첨단3-3차호반리젠시빌아파트,광주광역시 광산구 산월동 884-2,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.21010027,126.850409
운남동 행정복지센터,광주광역시 광산구 운남동 387-58,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.17325988,126.8224016
첨단부영e그린타운1차 아파트,광주광역시 광산구 산월동 885-3,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.20959569,126.8462393
광주송정역모아엘가아파트,광주광역시 광산구 송정동 1516,0,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.13728665,126.7874706
광양지사,전라남도 광양시 중동 1361-3,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.93982487,127.6911815
하남2지구 중흥S-클래스,광주광역시 광산구 산정동 1060,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.17434224,126.8009082
마동근린체육공원,전라남도 광양시 마동 700-10,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.95217617,127.6934703
월곡2동 행정복지센터,광주광역시 광산구 월곡동 490-7,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.17436953,126.8078735
신창동 호반6차아파트,광주광역시 광산구 신창동 1050-4,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.18264133,126.8450181
광양읍 목성 주공아파트,전라남도 광양시 광양읍 목성리 976-4,0,2,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",34.97840598,127.5895239
광양송보파인빌7차 아파트,전라남도 광양시 광양읍 용강리 907,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.96967682,127.612419
하남3모아엘가더퍼스트,광주광역시 광산구 하남동 971,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.18150456,126.7968417
광양중마호반리젠시빌,전라남도 광양시 중동 1655,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.93688378,127.6934514
수완 우미린 1차아파트,광주광역시 광산구 수완동 1488,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.18888911,126.8273213
진상문화센터,전라남도 광양시 진상면 섬거리 295-17,2,0,"SM3 Z.E,테슬라",35.01927155,127.7199967
광영 근린공원,전라남도 광양시 광영동 산 41-3,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.96069622,127.7188558
홈플러스 광양점,전라남도 광양시 중동 1811-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.92837103,127.6948092
첨단3-2차호반리젠시빌,광주광역시 광산구 산월동 884-1,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.21060178,126.8485672
홈플러스 광주하남점,광주광역시 광산구 하남동 831,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.17795047,126.805408
옥룡문화센터,전라남도 광양시 옥룡면 운평리 243,2,0,"SM3 Z.E,테슬라",35.01736079,127.6186239
옥곡면사무소,전라남도 광양시 옥곡면 신금리 1377-8,2,0,"SM3 Z.E,테슬라",34.9895795,127.6985165
남해오네뜨 아파트,전라남도 광양시 광양읍 용강리 919,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.96814926,127.6104056
광주시 전기버스 충전소,경기도 광주시 장지동 307,7,0,"SM3 Z.E,테슬라",37.38861487,127.2458815
신창동 행정복지센터,광주광역시 광산구 신창동 1171-3,1,0,"SM3 Z.E,테슬라",35.19561034,126.8408236
중앙하수처리장,전라남도 광양시 중동 308-124,1,0,"SM3 Z.E,테슬라",34.92915908,127.6906989
태영1차,전라남도 광양시 중동 1681,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.93469846,127.6968789
광주시보건소,경기도 광주시 경안동 115,1,0,"SM3 Z.E,테슬라",37.41644444,127.2503368
(고속도로)섬진강휴게소 순천방향,전라남도 광양시 진월면 신아리 220-1,2,0,"SM3 Z.E,테슬라",34.98494363,127.7686337
곤지암 전기버스 충전소,경기도 광주시 곤지암읍 삼리 612-52,5,0,,37.35991879,127.3233935
곤지암 배수펌프장 공영주차장 충전소,경기도 광주시 곤지암읍 곤지암리 453-3,1,0,"SM3 Z.E,테슬라",37.35074914,127.3371515
마동생태공원,전라남도 광양시 마동 654-1,2,0,"SM3 Z.E,테슬라",34.94983669,127.6987089
더베일리하우스,경기도 광주시 오포읍 신현리 825-17,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.36550086,127.2158017
광주시 차량등록사업소,경기도 광주시 장지동 214-7,1,0,"SM3 Z.E,테슬라",37.38716429,127.2456923
태영2차 아파트,전라남도 광양시 중동 1682,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.9347056,127.6957197
임팩트명품백화점,광주광역시 광산구 우산동 220-14,8,0,"SM3 Z.E,테슬라",35.14353838,126.8221108
광주브라운스톤아파트,경기도 광주시 송정동 560,0,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.41771005,127.2731753
쌍령2차현대모닝사이드,경기도 광주시 쌍령동 360-1,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.39788849,127.2799727
e편한세상광주역3단지,경기도 광주시 역동 245,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.39886224,127.2454169
낙원포레시티,경기도 광주시 송정동 350-147,0,1,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",37.42578644,127.2521549
송보파인빌6차,전라남도 광양시 마동 1031,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.95603148,127.6919639
광주하남 교육지원청,경기도 광주시 송정동 240-1,1,0,"SM3 Z.E,테슬라",37.42252408,127.2590361
초월도서관,경기도 광주시 초월읍 대쌍령리 253-15,2,0,"SM3 Z.E,테슬라",37.3873209,127.2911798
동광모닝스카이아파트,경기도 광주시 초월읍 쌍동리 392,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.3766873,127.2944429
광주시 청소년수련관,경기도 광주시 태전동 7-10,2,0,"SM3 Z.E,테슬라",37.38538527,127.2358853
광장힐스테이트 아파트,서울특별시 광진구 광장동 아차산로 537-17,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.54363883,127.099227
능평도서관,경기도 광주시 오포읍 능평리 318-1,1,0,"SM3 Z.E,테슬라",37.36550086,127.2158017
장지벽산블루밍아파트2단지,경기도 광주시 장지동 757,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.40736952,127.2370291
(고속도로)섬진강휴게소 부산방향,전라남도 광양시 진월면 신아리 1192-1,4,0,"SM3 Z.E,테슬라",34.98471151,127.7703619
곤지암 공영주차장,경기도 광주시 곤지암읍 곤지암리 555,2,0,"SM3 Z.E,테슬라",37.34964708,127.3467788
광주시청 공용전기차충전소,경기도 광주시 송정동 570,2,0,"SM3 Z.E,테슬라",37.42920154,127.2543924
장지벽산블루밍아파트,경기도 광주시 장지동 756,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.40779925,127.2355601
자양10차현대홈타운,서울특별시 광진구 자양동 뚝섬로34길 25-19,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53375376,127.0700397
장로회신학대학교,서울특별시 광진구 광장동 353,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.5501985,127.1037286
더샵스타시티 아파트,서울특별시 광진구 자양동 아차산로 262,1,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53737444,127.0717587
코아루햇빛마을아파트,경기도 광주시 초월읍 산이리 18-1,0,3,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",37.35952679,127.3129692
장지현대아파트,경기도 광주시 장지동 692-61,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.39282384,127.2342925
송정동대주파크빌아파트,경기도 광주시 송정동 367-7,0,1,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",37.43265635,127.2543768
성호2-1차 아파트,전라남도 광양시 중동 1665,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",34.93301767,127.6907991
광주지사 전기차충전소,경기도 광주시 역동 27-32,1,0,"SM3 Z.E,테슬라",37.40554995,127.2595177
구의삼성쉐르빌아파트,서울특별시 광진구 구의동 199-18,0,5,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53990039,127.0948192
양벌리우림아파트,경기도 광주시 오포읍 양벌리 359,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.36550086,127.2158017
개봉대상아파트,서울특별시 구로구 개봉동 477,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.48231391,126.8497817
자양2동유수지 공영주차장,서울특별시 광진구 뚝섬로 52길 74,2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52884125,127.0792647
구례산이고운아파트,전라남도 구례군 구례읍 봉서리 2269,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.20258647,127.4671168
강변테크노마트 주차장,서울특별시 광진구 구의동 546-4,5,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53569936,127.0957647
뚝도충전소,서울특별시 광진구 자양3동 510-8,2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53619016,127.0694553
이편한세상태재2단지,경기도 광주시 오포읍 신현리 1237,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.36550086,127.2158017
광진구청 주차장,서울특별시 광진구 자양로 117,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53792366,127.0824102
경안대우아파트,경기도 광주시 경안동 157-2,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.41110327,127.2504933
칠성면사무소,충청북도 괴산군 칠성면 도정리 238-2,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",36.78814271,127.8640392
구로리공원,서울특별시 구로구 구로동 139-82,1,0,"SM3 Z.E,테슬라",37.49088348,126.89161
고척파크푸르지오,서울특별시 구로구 고척동 339,1,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50761036,126.8581133
자양금강KCC 아파트,서울특별시 광진구 자양동 아차산로36길 13,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.53744401,127.0742971
문광면 주민센터,충청북도 괴산군 문광면 광덕리 244-1,2,0,"SM3 Z.E,테슬라",36.78990754,127.7850233
구의삼성쉐르빌상가,서울특별시 광진구 구의동 199-18,3,0,"SM3 Z.E,테슬라",37.53990039,127.0948192
구례지사,전라남도 구례군 구례읍 봉서리 1082-2,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",35.1980957,127.4633503
간전면사무소,전라남도 구례군 간전면 흥대리 1133,1,0,"SM3 Z.E,테슬라",35.17772137,127.5439727
광주지사,경기도 광주시 역동 27-32,0,2,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",37.40554995,127.2595177
고척벽산블루밍 아파트,서울특별시 구로구 고척동 경인로 390,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49446089,126.8643885
신도림7차e-편한세상아파트,서울특별시 구로구 신도림동 신도림로 56-13,0,3,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV",37.50822897,126.8822144
동아한신아파트,서울특별시 구로구 고척동 327,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50091331,126.8651308
고척근린공원 지하주차장,서울특별시 구로구 고척로 45길 39,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50658144,126.8532764
괴산 수산식품거점단지,충청북도 괴산군 괴산읍 대덕리 585,2,0,"SM3 Z.E,테슬라",36.80854885,127.8185341
한국농어촌공사 구례지사,전라남도 구례군 구례읍 봉동리 188-1,1,0,"SM3 Z.E,테슬라",35.21082595,127.4715431
구로4동 주택가 공동,서울특별시 구로구 구로동 741-44,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.48967196,126.8869805
고척스카이돔,서울특별시 구로구 고척동 63-6,3,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49893099,126.8670863
오포금강KCC,경기도 광주시 오포읍 능평리 914,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.36550086,127.2158017
괴산문화체육센터,충청북도 괴산군 괴산읍 서부리 664,1,0,"SM3 Z.E,테슬라",36.8138242,127.7860508
구로중앙하이츠아파트,서울특별시 구로구 구로동 1269,0,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49884477,126.8805525
하늘공원 공영주차장,서울특별시 구로구 가리봉동 1-11,1,0,"SM3 Z.E,테슬라",37.48707959,126.8807854
교문동주차빌딩,경기도 구리시 교문동 736-3,2,0,"SM3 Z.E,테슬라",37.59691707,127.1355504
구로아트밸리 지하2층,서울특별시 구로구 구로동 102,1,0,"SM3 Z.E,테슬라",37.49694669,126.8895558
개봉영화 아파트,서울특별시 구로구 개봉동 475,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49618703,126.860006
구로구청 주차장,서울특별시 구로구 구로동 435,1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.49529085,126.8876543
롯데 아파트,서울특별시 구로구 구로동 1263,1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50349791,126.88421
광진하우스토리한강,서울특별시 광진구 자양동 구의강변로1길 44,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.52992863,127.0901284
고척LIG리가 아파트,서울특별시 구로구 고척동 340,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.50563242,126.8614295
근상프리즘아파트,서울특별시 구로구 구로동 1283,0,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.4982182,126.8755516
천왕이펜하우스4단지 아파트,서울특별시 구로구 천왕동 천왕로 29,1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라",37.4808026,126.838595
